issue,date,red1,red2,red3
2021191,2021-07-20(二),01,07,08
2021192,2021-07-21(三),04,06,07
2021193,2021-07-22(四),00,06,06
2021194,2021-07-23(五),04,04,07
2021195,2021-07-24(六),02,05,07
2021196,2021-07-25(日),00,04,07
2021197,2021-07-26(一),00,03,05
2021198,2021-07-27(二),01,01,02
2021199,2021-07-28(三),01,01,03
2021200,2021-07-29(四),02,05,08
2021201,2021-07-30(五),02,07,08
2021202,2021-07-31(六),00,01,06
2021203,2021-08-01(日),00,02,09
2021204,2021-08-02(一),04,05,09
2021205,2021-08-03(二),01,03,08
2021206,2021-08-04(三),02,04,05
2021207,2021-08-05(四),01,04,04
2021208,2021-08-06(五),02,03,08
2021209,2021-08-07(六),03,06,09
2021210,2021-08-08(日),07,07,09
2021211,2021-08-09(一),02,06,07
2021212,2021-08-10(二),02,05,08
2021213,2021-08-11(三),00,05,09
2021214,2021-08-12(四),01,04,04
2021215,2021-08-13(五),01,08,09
2021216,2021-08-14(六),05,06,07
2021217,2021-08-15(日),01,02,06
2021218,2021-08-16(一),00,03,07
2021219,2021-08-17(二),01,02,09
2021220,2021-08-18(三),00,02,03
2021221,2021-08-19(四),02,09,09
2021222,2021-08-20(五),02,03,07
2021223,2021-08-21(六),01,04,08
2021224,2021-08-22(日),00,00,01
2021225,2021-08-23(一),04,08,09
2021226,2021-08-24(二),04,06,08
2021227,2021-08-25(三),00,04,09
2021228,2021-08-26(四),00,04,05
2021229,2021-08-27(五),00,07,08
2021230,2021-08-28(六),04,06,07
2021231,2021-08-29(日),00,02,06
2021232,2021-08-30(一),03,04,07
2021233,2021-08-31(二),00,04,09
2021234,2021-09-01(三),01,05,06
2021235,2021-09-02(四),02,04,05
2021236,2021-09-03(五),06,06,08
2021237,2021-09-04(六),02,04,07
2021238,2021-09-05(日),01,04,09
2021239,2021-09-06(一),00,03,09
2021240,2021-09-07(二),01,01,03
2021241,2021-09-08(三),02,02,06
2021242,2021-09-09(四),04,05,06
2021243,2021-09-10(五),02,03,07
2021244,2021-09-11(六),01,04,07
2021245,2021-09-12(日),04,04,07
2021246,2021-09-13(一),00,01,09
2021247,2021-09-14(二),01,01,02
2021248,2021-09-15(三),00,00,05
2021249,2021-09-16(四),04,04,08
2021250,2021-09-17(五),02,07,08
2021251,2021-09-18(六),01,03,03
2021252,2021-09-19(日),00,01,02
2021253,2021-09-20(一),00,02,03
2021254,2021-09-21(二),00,01,06
2021255,2021-09-22(三),01,06,07
2021256,2021-09-23(四),00,04,09
2021257,2021-09-24(五),01,08,09
2021258,2021-09-25(六),04,06,09
2021259,2021-09-26(日),00,03,09
2021260,2021-09-27(一),00,02,07
2021261,2021-09-28(二),02,03,09
2021262,2021-09-29(三),04,05,08
2021263,2021-09-30(四),01,04,09
2021264,2021-10-05(二),02,07,08
2021265,2021-10-06(三),00,00,07
2021266,2021-10-07(四),00,03,07
2021267,2021-10-08(五),01,05,07
2021268,2021-10-09(六),01,02,08
2021269,2021-10-10(日),02,05,07
2021270,2021-10-11(一),00,03,06
2021271,2021-10-12(二),03,04,08
2021272,2021-10-13(三),05,08,09
2021273,2021-10-14(四),01,07,09
2021274,2021-10-15(五),07,08,09
2021275,2021-10-16(六),02,05,08
2021276,2021-10-17(日),01,07,09
2021277,2021-10-18(一),03,04,05
2021278,2021-10-19(二),05,08,09
2021279,2021-10-20(三),01,05,09
2021280,2021-10-21(四),02,06,07
2021281,2021-10-22(五),02,03,05
2021282,2021-10-23(六),00,05,06
2021283,2021-10-24(日),05,09,09
2021284,2021-10-25(一),00,01,06
2021285,2021-10-26(二),04,04,07
2021286,2021-10-27(三),00,00,08
2021287,2021-10-28(四),03,04,05
2021288,2021-10-29(五),00,03,03
2021289,2021-10-30(六),00,03,08
2021290,2021-10-31(日),05,06,08
2021291,2021-11-01(一),05,07,09
2021292,2021-11-02(二),04,05,09
2021293,2021-11-03(三),03,05,06
2021294,2021-11-04(四),02,04,05
2021295,2021-11-05(五),01,02,05
2021296,2021-11-06(六),04,05,08
2021297,2021-11-07(日),03,08,09
2021298,2021-11-08(一),02,05,08
2021299,2021-11-09(二),00,05,08
2021300,2021-11-10(三),05,06,07
2021301,2021-11-11(四),01,02,05
2021302,2021-11-12(五),02,03,04
2021303,2021-11-13(六),02,03,06
2021304,2021-11-14(日),00,06,09
2021305,2021-11-15(一),00,02,07
2021306,2021-11-16(二),04,07,07
2021307,2021-11-17(三),04,06,08
2021308,2021-11-18(四),00,01,08
2021309,2021-11-19(五),02,02,07
2021310,2021-11-20(六),04,05,06
2021311,2021-11-21(日),05,08,09
2021312,2021-11-22(一),06,08,09
2021313,2021-11-23(二),03,08,09
2021314,2021-11-24(三),00,00,02
2021315,2021-11-25(四),05,05,07
2021316,2021-11-26(五),01,05,06
2021317,2021-11-27(六),01,03,04
2021318,2021-11-28(日),04,08,09
2021319,2021-11-29(一),06,08,08
2021320,2021-11-30(二),03,06,09
2021321,2021-12-01(三),03,07,09
2021322,2021-12-02(四),00,00,05
2021323,2021-12-03(五),04,05,07
2021324,2021-12-04(六),06,08,08
2021325,2021-12-05(日),01,05,05
2021326,2021-12-06(一),00,07,09
2021327,2021-12-07(二),03,05,09
2021328,2021-12-08(三),00,00,03
2021329,2021-12-09(四),02,06,08
2021330,2021-12-10(五),04,04,07
2021331,2021-12-11(六),01,02,02
2021332,2021-12-12(日),00,00,05
2021333,2021-12-13(一),04,04,09
2021334,2021-12-14(二),02,06,09
2021335,2021-12-15(三),03,04,09
2021336,2021-12-16(四),00,05,06
2021337,2021-12-17(五),08,08,09
2021338,2021-12-18(六),00,04,09
2021339,2021-12-19(日),02,06,07
2021340,2021-12-20(一),02,07,08
2021341,2021-12-21(二),00,06,06
2021342,2021-12-22(三),01,02,03
2021343,2021-12-23(四),03,07,09
2021344,2021-12-24(五),01,01,06
2021345,2021-12-25(六),03,05,09
2021346,2021-12-26(日),02,06,06
2021347,2021-12-27(一),04,05,09
2021348,2021-12-28(二),01,04,08
2021349,2021-12-29(三),00,01,06
2021350,2021-12-30(四),00,03,08
2021351,2021-12-31(五),04,07,07
2022001,2022-01-01(六),03,04,09
2022002,2022-01-02(日),02,07,09
2022003,2022-01-03(一),00,00,01
2022004,2022-01-04(二),03,07,09
2022005,2022-01-05(三),00,02,04
2022006,2022-01-06(四),07,08,08
2022007,2022-01-07(五),01,02,09
2022008,2022-01-08(六),04,08,09
2022009,2022-01-09(日),00,01,06
2022010,2022-01-10(一),02,08,09
2022011,2022-01-11(二),03,07,09
2022012,2022-01-12(三),02,05,09
2022013,2022-01-13(四),02,05,08
2022014,2022-01-14(五),02,04,06
2022015,2022-01-15(六),06,07,08
2022016,2022-01-16(日),02,05,08
2022017,2022-01-17(一),03,04,08
2022018,2022-01-18(二),05,05,07
2022019,2022-01-19(三),02,04,04
2022020,2022-01-20(四),01,06,08
2022021,2022-01-21(五),01,02,09
2022022,2022-01-22(六),03,04,07
2022023,2022-01-23(日),04,07,08
2022024,2022-01-24(一),02,04,07
2022025,2022-01-25(二),05,07,09
2022026,2022-01-26(三),01,01,04
2022027,2022-01-27(四),07,07,08
2022028,2022-01-28(五),00,06,08
2022029,2022-02-08(二),05,07,08
2022030,2022-02-09(三),01,05,06
2022031,2022-02-10(四),04,06,06
2022032,2022-02-11(五),00,00,05
2022033,2022-02-12(六),04,04,07
2022034,2022-02-13(日),06,08,09
2022035,2022-02-14(一),00,05,09
2022036,2022-02-15(二),01,04,06
2022037,2022-02-16(三),03,05,06
2022038,2022-02-17(四),00,03,08
2022039,2022-02-18(五),07,07,08
2022040,2022-02-19(六),07,07,09
2022041,2022-02-20(日),01,04,08
2022042,2022-02-21(一),00,02,07
2022043,2022-02-22(二),00,04,04
2022044,2022-02-23(三),01,06,09
2022045,2022-02-24(四),02,02,08
2022046,2022-02-25(五),05,07,08
2022047,2022-02-26(六),02,08,08
2022048,2022-02-27(日),02,02,05
2022049,2022-02-28(一),00,02,06
2022050,2022-03-01(二),02,08,09
2022051,2022-03-02(三),03,05,07
2022052,2022-03-03(四),00,03,05
2022053,2022-03-04(五),04,06,07
2022054,2022-03-05(六),05,05,08
2022055,2022-03-06(日),04,07,09
2022056,2022-03-07(一),00,02,09
2022057,2022-03-08(二),04,05,06
2022058,2022-03-09(三),01,02,08
2022059,2022-03-10(四),02,07,07
2022060,2022-03-11(五),03,04,05
2022061,2022-03-12(六),05,08,09
2022062,2022-03-13(日),01,02,08
2022063,2022-03-14(一),01,09,09
2022064,2022-03-15(二),03,04,05
2022065,2022-03-16(三),02,04,05
2022066,2022-03-17(四),06,08,09
2022067,2022-03-18(五),08,09,09
2022068,2022-03-19(六),05,06,09
2022069,2022-03-20(日),00,03,07
2022070,2022-03-21(一),01,06,08
2022071,2022-03-22(二),03,05,09
2022072,2022-03-23(三),03,07,08
2022073,2022-03-24(四),00,01,04
2022074,2022-03-25(五),05,07,09
2022075,2022-03-26(六),00,06,06
2022076,2022-03-27(日),00,01,09
2022077,2022-03-28(一),06,08,09
2022078,2022-03-29(二),03,08,09
2022079,2022-03-30(三),00,01,02
2022080,2022-03-31(四),02,03,07
2022081,2022-04-01(五),03,08,08
2022082,2022-04-02(六),00,05,05
2022083,2022-04-03(日),04,05,06
2022084,2022-04-04(一),07,07,09
2022085,2022-04-05(二),04,05,06
2022086,2022-04-06(三),00,02,04
2022087,2022-04-07(四),00,06,09
2022088,2022-04-08(五),01,02,06
2022089,2022-04-09(六),01,03,07
2022090,2022-04-10(日),02,02,07
2022091,2022-04-11(一),03,06,07
2022092,2022-04-12(二),02,05,07
2022093,2022-04-13(三),03,03,06
2022094,2022-04-14(四),01,08,09
2022095,2022-04-15(五),01,05,09
2022096,2022-04-16(六),00,01,08
2022097,2022-04-17(日),00,03,04
2022098,2022-04-18(一),04,05,06
2022099,2022-04-19(二),03,03,09
2022100,2022-04-20(三),06,06,06
2022101,2022-04-21(四),01,03,07
2022102,2022-04-22(五),01,05,08
2022103,2022-04-23(六),05,08,09
2022104,2022-04-24(日),00,06,09
2022105,2022-04-25(一),00,04,04
2022106,2022-04-26(二),00,05,07
2022107,2022-04-27(三),00,01,05
2022108,2022-04-28(四),01,02,05
2022109,2022-04-29(五),05,06,08
2022110,2022-04-30(六),00,00,04
2022111,2022-05-01(日),03,03,04
2022112,2022-05-02(一),02,04,05
2022113,2022-05-03(二),02,09,09
2022114,2022-05-04(三),02,03,06
2022115,2022-05-05(四),02,08,09
2022116,2022-05-06(五),01,02,08
2022117,2022-05-07(六),01,02,08
2022118,2022-05-08(日),00,02,06
2022119,2022-05-09(一),00,02,03
2022120,2022-05-10(二),00,05,09
2022121,2022-05-11(三),05,06,07
2022122,2022-05-12(四),02,05,09
2022123,2022-05-13(五),00,05,09
2022124,2022-05-14(六),00,01,09
2022125,2022-05-15(日),00,00,09
2022126,2022-05-16(一),04,05,05
2022127,2022-05-17(二),02,05,06
2022128,2022-05-18(三),01,05,06
2022129,2022-05-19(四),03,05,09
2022130,2022-05-20(五),02,04,06
2022131,2022-05-21(六),05,06,08
2022132,2022-05-22(日),02,05,07
2022133,2022-05-23(一),00,02,09
2022134,2022-05-24(二),03,05,09
2022135,2022-05-25(三),01,06,07
2022136,2022-05-26(四),02,05,06
2022137,2022-05-27(五),01,04,04
2022138,2022-05-28(六),03,04,09
2022139,2022-05-29(日),01,01,02
2022140,2022-05-30(一),02,03,03
2022141,2022-05-31(二),00,05,05
2022142,2022-06-01(三),03,08,08
2022143,2022-06-02(四),01,02,03
2022144,2022-06-03(五),00,00,06
2022145,2022-06-04(六),00,01,05
2022146,2022-06-05(日),04,08,08
2022147,2022-06-06(一),06,08,09
2022148,2022-06-07(二),05,07,07
2022149,2022-06-08(三),00,02,07
2022150,2022-06-09(四),00,03,06
2022151,2022-06-10(五),03,04,04
2022152,2022-06-11(六),05,07,07
2022153,2022-06-12(日),00,08,08
2022154,2022-06-13(一),02,03,04
2022155,2022-06-14(二),03,05,06
2022156,2022-06-15(三),02,04,07
2022157,2022-06-16(四),02,04,09
2022158,2022-06-17(五),05,08,09
2022159,2022-06-18(六),00,01,02
2022160,2022-06-19(日),04,09,09
2022161,2022-06-20(一),02,07,07
2022162,2022-06-21(二),04,06,08
2022163,2022-06-22(三),02,03,05
2022164,2022-06-23(四),00,01,05
2022165,2022-06-24(五),00,07,08
2022166,2022-06-25(六),04,07,08
2022167,2022-06-26(日),03,07,08
2022168,2022-06-27(一),00,02,03
2022169,2022-06-28(二),01,07,09
2022170,2022-06-29(三),03,05,06
2022171,2022-06-30(四),01,03,04
2022172,2022-07-01(五),02,03,04
2022173,2022-07-02(六),05,05,07
2022174,2022-07-03(日),02,03,07
2022175,2022-07-04(一),03,07,07
2022176,2022-07-05(二),04,07,07
2022177,2022-07-06(三),00,02,06
2022178,2022-07-07(四),03,07,08
2022179,2022-07-08(五),06,09,09
2022180,2022-07-09(六),00,03,05
2022181,2022-07-10(日),02,07,08
2022182,2022-07-11(一),01,03,05
2022183,2022-07-12(二),01,05,05
2022184,2022-07-13(三),04,05,08
2022185,2022-07-14(四),01,05,08
2022186,2022-07-15(五),05,06,08
2022187,2022-07-16(六),00,02,05
2022188,2022-07-17(日),06,07,07
2022189,2022-07-18(一),01,06,09
2022190,2022-07-19(二),01,01,08
2022191,2022-07-20(三),01,01,04
2022192,2022-07-21(四),00,03,08
2022193,2022-07-22(五),02,07,09
2022194,2022-07-23(六),06,08,09
2022195,2022-07-24(日),00,06,06
2022196,2022-07-25(一),00,03,06
2022197,2022-07-26(二),05,05,06
2022198,2022-07-27(三),01,01,06
2022199,2022-07-28(四),00,05,08
2022200,2022-07-29(五),07,07,09
2022201,2022-07-30(六),05,07,08
2022202,2022-07-31(日),02,05,06
2022203,2022-08-01(一),01,01,05
2022204,2022-08-02(二),02,05,05
2022205,2022-08-03(三),03,06,09
2022206,2022-08-04(四),00,02,09
2022207,2022-08-05(五),00,07,09
2022208,2022-08-06(六),00,04,08
2022209,2022-08-07(日),01,06,07
2022210,2022-08-08(一),02,03,09
2022211,2022-08-09(二),01,01,03
2022212,2022-08-10(三),00,05,06
2022213,2022-08-11(四),03,05,07
2022214,2022-08-12(五),02,02,08
2022215,2022-08-13(六),01,04,06
2022216,2022-08-14(日),05,06,07
2022217,2022-08-15(一),00,06,09
2022218,2022-08-16(二),01,01,07
2022219,2022-08-17(三),02,07,09
2022220,2022-08-18(四),00,00,06
2022221,2022-08-19(五),03,03,07
2022222,2022-08-20(六),03,08,09
2022223,2022-08-21(日),00,02,03
2022224,2022-08-22(一),00,00,08
2022225,2022-08-23(二),00,01,04
2022226,2022-08-24(三),02,04,06
2022227,2022-08-25(四),04,05,06
2022228,2022-08-26(五),00,04,06
2022229,2022-08-27(六),00,06,09
2022230,2022-08-28(日),00,06,06
2022231,2022-08-29(一),04,04,04
2022232,2022-08-30(二),05,07,09
2022233,2022-08-31(三),03,07,09
2022234,2022-09-01(四),01,08,08
2022235,2022-09-02(五),02,05,06
2022236,2022-09-03(六),03,03,06
2022237,2022-09-04(日),01,06,09
2022238,2022-09-05(一),01,01,03
2022239,2022-09-06(二),00,01,09
2022240,2022-09-07(三),00,05,05
2022241,2022-09-08(四),02,04,07
2022242,2022-09-09(五),02,03,07
2022243,2022-09-10(六),03,06,08
2022244,2022-09-11(日),02,04,09
2022245,2022-09-12(一),00,00,06
2022246,2022-09-13(二),02,02,02
2022247,2022-09-14(三),03,03,08
2022248,2022-09-15(四),01,07,09
2022249,2022-09-16(五),02,05,08
2022250,2022-09-17(六),00,01,04
2022251,2022-09-18(日),03,08,08
2022252,2022-09-19(一),06,08,09
2022253,2022-09-20(二),02,03,07
2022254,2022-09-21(三),03,05,06
2022255,2022-09-22(四),00,09,09
2022256,2022-09-23(五),00,00,07
2022257,2022-09-24(六),00,02,09
2022258,2022-09-25(日),04,04,04
2022259,2022-09-26(一),06,06,09
2022260,2022-09-27(二),00,02,08
2022261,2022-09-28(三),03,08,08
2022262,2022-09-29(四),04,06,07
2022263,2022-09-30(五),02,08,09
2022264,2022-10-05(三),03,03,05
2022265,2022-10-06(四),00,09,09
2022266,2022-10-07(五),00,01,04
2022267,2022-10-08(六),03,07,08
2022268,2022-10-09(日),00,03,07
2022269,2022-10-10(一),03,04,06
2022270,2022-10-11(二),08,08,09
2022271,2022-10-12(三),00,00,05
2022272,2022-10-13(四),01,03,05
2022273,2022-10-14(五),01,01,09
2022274,2022-10-15(六),06,07,08
2022275,2022-10-16(日),00,00,02
2022276,2022-10-17(一),00,03,09
2022277,2022-10-18(二),00,00,08
2022278,2022-10-19(三),01,02,08
2022279,2022-10-20(四),01,04,05
2022280,2022-10-21(五),01,03,09
2022281,2022-10-22(六),02,02,06
2022282,2022-10-23(日),05,07,08
2022283,2022-10-24(一),01,03,09
2022284,2022-10-25(二),00,02,03
2022285,2022-10-26(三),02,02,09
2022286,2022-10-27(四),02,04,05
2022287,2022-10-28(五),01,02,05
2022288,2022-10-29(六),03,05,08
2022289,2022-10-30(日),01,05,07
2022290,2022-10-31(一),02,09,09
2022291,2022-11-01(二),00,07,08
2022292,2022-11-02(三),02,04,08
2022293,2022-11-03(四),00,02,07
2022294,2022-11-04(五),02,06,08
2022295,2022-11-05(六),01,04,08
2022296,2022-11-06(日),00,03,05
2022297,2022-11-07(一),01,03,05
2022298,2022-11-08(二),07,07,07
2022299,2022-11-09(三),01,01,04
2022300,2022-11-10(四),02,02,09
2022301,2022-11-11(五),01,02,08
2022302,2022-11-12(六),04,05,07
2022303,2022-11-13(日),01,03,09
2022304,2022-11-14(一),06,07,07
2022305,2022-11-15(二),01,03,05
2022306,2022-11-16(三),01,08,08
2022307,2022-11-17(四),02,06,07
2022308,2022-11-18(五),00,07,08
2022309,2022-11-19(六),00,02,02
2022310,2022-11-20(日),01,01,09
2022311,2022-11-21(一),02,03,09
2022312,2022-11-22(二),02,05,07
2022313,2022-11-23(三),02,04,09
2022314,2022-11-24(四),01,04,07
2022315,2022-11-25(五),04,08,09
2022316,2022-11-26(六),02,04,07
2022317,2022-11-27(日),05,07,07
2022318,2022-11-28(一),00,03,07
2022319,2022-11-29(二),01,02,02
2022320,2022-11-30(三),00,04,09
2022321,2022-12-01(四),00,03,04
2022322,2022-12-02(五),00,00,09
2022323,2022-12-03(六),01,03,03
2022324,2022-12-04(日),00,04,08
2022325,2022-12-05(一),03,05,08
2022326,2022-12-06(二),04,05,09
2022327,2022-12-07(三),03,05,08
2022328,2022-12-08(四),00,03,09
2022329,2022-12-09(五),04,07,07
2022330,2022-12-10(六),00,00,07
2022331,2022-12-11(日),04,06,07
2022332,2022-12-12(一),01,04,07
2022333,2022-12-13(二),03,06,06
2022334,2022-12-14(三),00,05,05
2022335,2022-12-15(四),02,05,09
2022336,2022-12-16(五),02,08,09
2022337,2022-12-17(六),00,09,09
2022338,2022-12-18(日),00,02,07
2022339,2022-12-19(一),00,02,04
2022340,2022-12-20(二),00,02,04
2022341,2022-12-21(三),01,04,08
2022342,2022-12-22(四),01,05,07
2022343,2022-12-23(五),00,05,08
2022344,2022-12-24(六),04,06,08
2022345,2022-12-25(日),00,03,05
2022346,2022-12-26(一),00,03,09
2022347,2022-12-27(二),03,05,07
2022348,2022-12-28(三),01,05,08
2022349,2022-12-29(四),02,05,06
2022350,2022-12-30(五),06,08,08
2022351,2022-12-31(六),02,04,09
2023001,2023-01-01(日),02,03,04
2023002,2023-01-02(一),00,05,08
2023003,2023-01-03(二),05,06,09
2023004,2023-01-04(三),03,08,09
2023005,2023-01-05(四),00,06,09
2023006,2023-01-06(五),01,05,07
2023007,2023-01-07(六),01,07,08
2023008,2023-01-08(日),00,07,08
2023009,2023-01-09(一),03,07,08
2023010,2023-01-10(二),00,02,06
2023011,2023-01-11(三),06,06,06
2023012,2023-01-12(四),04,06,08
2023013,2023-01-13(五),07,08,08
2023014,2023-01-14(六),02,02,03
2023015,2023-01-15(日),02,03,05
2023016,2023-01-16(一),04,06,06
2023017,2023-01-17(二),00,03,05
2023018,2023-01-18(三),01,01,02
2023019,2023-01-29(日),04,07,08
2023020,2023-01-30(一),04,05,08
2023021,2023-01-31(二),00,02,05
2023022,2023-02-01(三),04,04,06
2023023,2023-02-02(四),02,05,07
2023024,2023-02-03(五),04,05,09
2023025,2023-02-04(六),05,06,08
2023026,2023-02-05(日),01,04,05
2023027,2023-02-06(一),03,03,04
2023028,2023-02-07(二),00,03,04
2023029,2023-02-08(三),02,03,09
2023030,2023-02-09(四),02,05,07
2023031,2023-02-10(五),02,03,07
2023032,2023-02-11(六),01,03,09
2023033,2023-02-12(日),01,05,09
2023034,2023-02-13(一),02,04,08
2023035,2023-02-14(二),00,01,04
2023036,2023-02-15(三),00,03,08
2023037,2023-02-16(四),03,06,08
2023038,2023-02-17(五),04,05,08
2023039,2023-02-18(六),01,09,09
2023040,2023-02-19(日),01,03,04
2023041,2023-02-20(一),01,03,03
2023042,2023-02-21(二),02,07,08
2023043,2023-02-22(三),01,08,09
2023044,2023-02-23(四),01,01,08
2023045,2023-02-24(五),00,00,07
2023046,2023-02-25(六),00,01,03
2023047,2023-02-26(日),01,05,09
2023048,2023-02-27(一),00,03,06
2023049,2023-02-28(二),03,05,07
2023050,2023-03-01(三),00,02,06
2023051,2023-03-02(四),00,06,06
2023052,2023-03-03(五),00,01,05
2023053,2023-03-04(六),00,01,03
2023054,2023-03-05(日),01,01,07
2023055,2023-03-06(一),03,07,08
2023056,2023-03-07(二),01,05,06
2023057,2023-03-08(三),03,07,09
2023058,2023-03-09(四),06,07,07
2023059,2023-03-10(五),00,05,09
2023060,2023-03-11(六),00,06,08
2023061,2023-03-12(日),02,03,05
2023062,2023-03-13(一),02,03,07
2023063,2023-03-14(二),00,00,01
2023064,2023-03-15(三),01,02,07
2023065,2023-03-16(四),03,05,07
2023066,2023-03-17(五),01,08,09
2023067,2023-03-18(六),00,00,09
2023068,2023-03-19(日),07,09,09
2023069,2023-03-20(一),00,04,07
2023070,2023-03-21(二),01,08,09
2023071,2023-03-22(三),02,05,09
2023072,2023-03-23(四),04,06,09
2023073,2023-03-24(五),01,04,05
2023074,2023-03-25(六),01,04,08
2023075,2023-03-26(日),00,02,09
2023076,2023-03-27(一),06,08,08
2023077,2023-03-28(二),00,04,05
2023078,2023-03-29(三),05,06,08
2023079,2023-03-30(四),02,08,09
2023080,2023-03-31(五),04,08,08
2023081,2023-04-01(六),02,08,09
2023082,2023-04-02(日),00,05,07
2023083,2023-04-03(一),00,07,08
2023084,2023-04-04(二),03,08,08
2023085,2023-04-05(三),05,06,08
2023086,2023-04-06(四),01,03,04
2023087,2023-04-07(五),01,02,03
2023088,2023-04-08(六),03,07,08
2023089,2023-04-09(日),01,03,04
2023090,2023-04-10(一),02,04,07
2023091,2023-04-11(二),04,07,09
2023092,2023-04-12(三),08,08,08
2023093,2023-04-13(四),03,07,09
2023094,2023-04-14(五),00,03,05
2023095,2023-04-15(六),00,03,06
2023096,2023-04-16(日),05,05,07
2023097,2023-04-17(一),05,07,08
2023098,2023-04-18(二),01,01,07
2023099,2023-04-19(三),01,02,04
2023100,2023-04-20(四),03,03,09
2023101,2023-04-21(五),04,05,06
2023102,2023-04-22(六),01,01,04
2023103,2023-04-23(日),00,04,08
2023104,2023-04-24(一),03,08,09
2023105,2023-04-25(二),04,08,08
2023106,2023-04-26(三),00,02,06
2023107,2023-04-27(四),00,05,06
2023108,2023-04-28(五),02,03,05
2023109,2023-04-29(六),00,04,09
2023110,2023-04-30(日),00,05,09
2023111,2023-05-01(一),06,07,08
2023112,2023-05-02(二),00,06,09
2023113,2023-05-03(三),05,06,08
2023114,2023-05-04(四),01,06,07
2023115,2023-05-05(五),01,06,07
2023116,2023-05-06(六),01,06,09
2023117,2023-05-07(日),00,01,04
2023118,2023-05-08(一),03,07,07
2023119,2023-05-09(二),01,01,02
2023120,2023-05-10(三),01,07,08
2023121,2023-05-11(四),02,03,09
2023122,2023-05-12(五),01,02,04
2023123,2023-05-13(六),00,04,08
2023124,2023-05-14(日),02,03,06
2023125,2023-05-15(一),00,00,07
2023126,2023-05-16(二),04,06,09
2023127,2023-05-17(三),00,01,07
2023128,2023-05-18(四),00,05,07
2023129,2023-05-19(五),01,05,08
2023130,2023-05-20(六),01,01,05
2023131,2023-05-21(日),00,01,02
2023132,2023-05-22(一),02,05,07
2023133,2023-05-23(二),01,03,07
2023134,2023-05-24(三),03,04,06
2023135,2023-05-25(四),00,05,05
2023136,2023-05-26(五),05,05,07
2023137,2023-05-27(六),06,06,06
2023138,2023-05-28(日),04,05,09
2023139,2023-05-29(一),01,08,09
2023140,2023-05-30(二),05,07,07
2023141,2023-05-31(三),01,03,09
2023142,2023-06-01(四),01,01,07
2023143,2023-06-02(五),04,05,09
2023144,2023-06-03(六),03,05,06
2023145,2023-06-04(日),00,02,06
2023146,2023-06-05(一),02,04,09
2023147,2023-06-06(二),00,07,09
2023148,2023-06-07(三),05,09,09
2023149,2023-06-08(四),02,02,09
2023150,2023-06-09(五),02,04,07
2023151,2023-06-10(六),03,03,09
2023152,2023-06-11(日),01,05,06
2023153,2023-06-12(一),00,05,06
2023154,2023-06-13(二),00,02,06
2023155,2023-06-14(三),02,05,08
2023156,2023-06-15(四),06,08,09
2023157,2023-06-16(五),00,02,09
2023158,2023-06-17(六),00,05,07
2023159,2023-06-18(日),00,02,08
2023160,2023-06-19(一),02,02,04
2023161,2023-06-20(二),01,03,04
2023162,2023-06-21(三),00,02,02
2023163,2023-06-22(四),01,02,04
2023164,2023-06-23(五),01,08,09
2023165,2023-06-24(六),03,03,07
2023166,2023-06-25(日),05,05,07
2023167,2023-06-26(一),01,02,06
2023168,2023-06-27(二),00,05,07
2023169,2023-06-28(三),01,02,08
2023170,2023-06-29(四),02,04,07
2023171,2023-06-30(五),01,05,07
2023172,2023-07-01(六),02,04,05
2023173,2023-07-02(日),00,03,07
2023174,2023-07-03(一),05,06,06
2023175,2023-07-04(二),00,01,09
2023176,2023-07-05(三),08,08,08
2023177,2023-07-06(四),01,01,09
2023178,2023-07-07(五),00,00,03
2023179,2023-07-08(六),03,07,07
2023180,2023-07-09(日),02,03,09
2023181,2023-07-10(一),05,06,07
2023182,2023-07-11(二),00,02,07
2023183,2023-07-12(三),00,06,06
2023184,2023-07-13(四),00,03,07
2023185,2023-07-14(五),06,06,07
2023186,2023-07-15(六),01,04,05
2023187,2023-07-16(日),01,03,05
2023188,2023-07-17(一),00,02,08
2023189,2023-07-18(二),02,03,07
2023190,2023-07-19(三),00,05,09
2023191,2023-07-20(四),06,07,08
2023192,2023-07-21(五),01,02,02
2023193,2023-07-22(六),01,01,08
2023194,2023-07-23(日),01,06,08
2023195,2023-07-24(一),00,03,03
2023196,2023-07-25(二),05,08,09
2023197,2023-07-26(三),05,06,08
2023198,2023-07-27(四),04,08,09
2023199,2023-07-28(五),00,05,08
2023200,2023-07-29(六),01,03,04
2023201,2023-07-30(日),01,02,07
2023202,2023-07-31(一),04,06,08
2023203,2023-08-01(二),03,04,06
2023204,2023-08-02(三),01,03,03
2023205,2023-08-03(四),01,01,07
2023206,2023-08-04(五),02,02,02
2023207,2023-08-05(六),02,02,04
2023208,2023-08-06(日),02,06,09
2023209,2023-08-07(一),06,07,09
2023210,2023-08-08(二),01,06,08
2023211,2023-08-09(三),01,02,06
2023212,2023-08-10(四),04,04,04
2023213,2023-08-11(五),02,03,07
2023214,2023-08-12(六),02,02,05
2023215,2023-08-13(日),00,03,08
2023216,2023-08-14(一),01,07,08
2023217,2023-08-15(二),01,01,08
2023218,2023-08-16(三),00,01,07
2023219,2023-08-17(四),03,04,08
2023220,2023-08-18(五),05,07,08
2023221,2023-08-19(六),00,03,05
2023222,2023-08-20(日),02,05,06
2023223,2023-08-21(一),00,03,09
2023224,2023-08-22(二),04,04,07
